"Ref","SpID","Grupo.taxon√≥mico","Familia","Genero.x","Especie.x","Habito","Origen","Regiones_Biogeograficas","Elevacion_Minima","Elevacion_Maxima","Comestible_humano","Alimento_animal","Artesanal","Cultural","Forraje","Medicinal","Ornamental","Toxico","Construccion","Combustible","Ecologico","Fijador_de_N2","Proteccion_suelos","Proteccion_agua","Cerca_viva","Industrial","TÌtulo","Region","Cita"
1,202,"Rosidas","ANACARDIACEAE","Mangifera","Mangifera indica","√å¬Årbol","Cultivada","Amazonia  Andes  Islas Caribenas  Llanura del Caribe  Pacifico  Valle del Magdalena","0m","2850m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,6459,"Rosidas","MELIACEAE","Azadirachta","Azadirachta indica","Arbusto  Arbolito","Cultivada","Amazonia  Andes  Llanura del Caribe  Valle del Magdalena","200m","1300m",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,6557,"Rosidas","MORACEAE","Artocarpus","Artocarpus heterophyllus","√å¬Årbol","Cultivada","Andes","1450m","1500m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,506,"Asteridas","APOCYNACEAE","Cascabela","Cascabela thevetia","Subarbusto  Arbolito  √å¬Årbol","Cultivada","Andes  Islas Caribenas  Llanura del Caribe  Pacifico  Valle del Cauca  Valle del Magdalena","0m","1500m",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,818,"Monocotiledoneas","ARECACEAE","Aiphanes","Aiphanes horrida","√å¬Årbol  Palma solitaria","Nativa y cultivada","Andes  Orinoquia  Valle del Cauca  Valle del Magdalena","100m","1700m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,7496,"Magnolidae","PIPERACEAE","Piper","Piper reticulatum","Arbusto  √å¬Årbol","Nativa","Amazonia  Andes  Llanura del Caribe  Pacifico  Valle del Magdalena","0m","1150m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,499,"Asteridas","APOCYNACEAE","Aspidosperma","Aspidosperma polyneuron","Arbolito  √å¬Årbol","Nativa","Llanura del Caribe  Valle del Magdalena","50m","350m",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3324,"Rosidas","EUPHORBIACEAE","Hevea","Hevea brasiliensis","√å¬Årbol","Nativa","Amazonia  Pacifico","100m","400m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3814,"Rosidas","FABACEAE","Libidibia","Libidibia coriaria","Arbusto  √å¬Årbol","Nativa","Llanura del Caribe  Orinoquia","0m","350m",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,8228,"Asteridas","RUBIACEAE","Hamelia","Hamelia patens","Arbusto  Arbolito  √å¬Årbol","Nativa","Amazonia  Andes  Guayana y Serrania de La Macarena  Islas Caribenas  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","0m","3700m",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,8053,"Asteridas","RUBIACEAE","Ciliosemina","Ciliosemina purdieana","Arbolito  √å¬Årbol","Nativa","Valle del Magdalena","80m","700m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,6608,"Rosidas","MORACEAE","Ficus","Ficus lyrata","√å¬Årbol","Cultivada","Andes  Valle del Cauca  Valle del Magdalena","100m","1550m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,5434,"Rosidas","MALVACEAE","Ochroma","Ochroma pyramidale","√å¬Årbol","Nativa","Amazonia  Andes  Guayana y Serrania de La Macarena  Islas Caribenas  Llanura del Caribe  Orinoquia  Pacifico  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena","0m","1800m",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3153,"Rosidas","ERYTHROXYLACEAE","Erythroxylum","Erythroxylum novogranatense","Arbusto  Arbolito","Nativa y cultivada","Amazonia  Andes  Llanura del Caribe  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena","265m","2000m",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,6507,"Rosidas","MELIACEAE","Swietenia","Swietenia macrophylla","√å¬Årbol","Nativa y cultivada","Pacifico  Valle del Magdalena","200m","500m",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,4625,"Asteridas","LAMIACEAE","Holmskioldia","Holmskioldia sanguinea","Arbusto  Trepadora","Cultivada","Andes","1500m","1920m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,6921,"Rosidas","MYRTACEAE","Psidium","Psidium guajava","Arbolito","Cultivada","Amazonia  Andes  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","50m","2040m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9925,"Rosidas","URTICACEAE","Urera","Urera caracasana","Hierba  Arbusto  Arbolito  √å¬Årbol","Nativa","Amazonia  Andes  Guayana y Serrania de La Macarena  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","20m","2290m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,4090,"Rosidas","FABACEAE","Senna","Senna spectabilis","Arbolito  √å¬Årbol","Nativa","Andes  Valle del Cauca  Valle del Magdalena","160m","1800m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,507,"Asteridas","APOCYNACEAE","Catharanthus","Catharanthus roseus","Hierba  Arbusto","Cultivada","Andes  Islas Caribenas  Llanura del Caribe  Pacifico  Valle del Cauca  Valle del Magdalena","100m","2000m",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,6582,"Rosidas","MORACEAE","Ficus","Ficus benjamina","√å¬Årbol","Cultivada","Andes  Valle del Cauca  Valle del Magdalena","0m","1550m",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3331,"Rosidas","EUPHORBIACEAE","Hura","Hura crepitans","√å¬Årbol","Nativa","Amazonia  Andes  Llanura del Caribe  Orinoquia  Pacifico","0m","1550m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3684,"Rosidas","FABACEAE","Gliricidia","Gliricidia sepium","Arbusto  √å¬Årbol","Cultivada","Amazonia  Andes  Islas Caribenas  Llanura del Caribe  Pacifico  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena","5m","1900m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9422,"Rosidas","SIMAROUBACEAE","Simarouba","Simarouba amara","Arbolito  √å¬Årbol","Nativa","Amazonia  Andes  Guayana y Serrania de La Macarena  Islas Caribenas  Orinoquia  Pacifico  Valle del Magdalena","0m","1850m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9956,"Asteridas","VERBENACEAE","Lantana","Lantana camara","Hierba  Arbusto  Trepadora","Nativa","Amazonia  Andes  Guayana y Serrania de La Macarena  Islas Caribenas  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","0m","2800m",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9924,"Rosidas","URTICACEAE","Urera","Urera baccifera","Subarbusto  Arbusto  Arbolito  √å¬Årbol","Nativa","Amazonia  Andes  Guayana y Serrania de La Macarena  Orinoquia  Pacifico  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena","15m","3000m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,5553,"Rosidas","MALVACEAE","Theobroma","Theobroma grandiflorum","Arbolito  √å¬Årbol","Cultivada","Amazonia  Andes","120m","1200m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,4055,"Rosidas","FABACEAE","Senna","Senna alata","Arbusto  Arbolito","Nativa","Amazonia  Andes  Orinoquia  Pacifico  Valle del Cauca","0m","1000m",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,5546,"Rosidas","MALVACEAE","Talipariti","Talipariti tiliaceum","√å¬Årbol","Nativa y cultivada","Llanura del Caribe  Pacifico","0m","50m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,2638,"Rosidas","COMBRETACEAE","Terminalia","Terminalia catappa","√å¬Årbol","Cultivada","Andes  Islas Caribenas  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","0m","1500m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9935,"Asteridas","VERBENACEAE","Aloysia","Aloysia citriodora","Hierba  Arbusto","Cultivada","Andes  Llanura del Caribe  Orinoquia  Valle del Cauca","250m","2800m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3417,"Rosidas","FABACEAE","Abrus","Abrus precatorius","Hierba  Arbusto  Trepadora","Naturalizada","Amazonia  Andes  Islas Caribenas  Llanura del Caribe  Valle del Cauca","5m","2500m",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3685,"Rosidas","FABACEAE","Glycine","Glycine max","Hierba  Arbusto","Cultivada","Amazonia  Valle del Cauca  Valle del Magdalena","500m","1100m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,5344,"Rosidas","MALVACEAE","Hibiscus","Hibiscus sabdariffa","Hierba  Subarbusto  Arbusto","Cultivada","Andes  Llanura del Caribe  Pacifico","0m","1700m",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,5290,"Rosidas","MALVACEAE","Ceiba","Ceiba pentandra","√å¬Årbol","Nativa y cultivada","Amazonia  Andes  Guayana y Serrania de La Macarena  Islas Caribenas  Llanura del Caribe  Orinoquia  Pacifico  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena","0m","2000m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3670,"Rosidas","FABACEAE","Erythrina","Erythrina poeppigiana","√å¬Årbol","Nativa","Amazonia  Andes  Orinoquia  Pacifico","0m","2080m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3332,"Rosidas","EUPHORBIACEAE","Jatropha","Jatropha curcas","√å¬Årbol","Nativa","Andes  Orinoquia  Pacifico","0m","1850m",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,1918,"SuperAsteridas","CACTACEAE","Opuntia","Opuntia caracassana","Arbusto","Nativa","Andes  Llanura del Caribe","0m","680m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,8932,"Rosidas","RUTACEAE","Murraya","Murraya paniculata","Arbusto  √å¬Årbol","Cultivada","Amazonia  Andes  Llanura del Caribe  Pacifico  Valle del Cauca  Valle del Magdalena","20m","2350m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,6847,"Rosidas","MYRTACEAE","Eugenia","Eugenia stipitata","Arbusto  √å¬Årbol","Nativa y cultivada","Amazonia  Orinoquia  Valle del Magdalena","50m","500m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3514,"Rosidas","FABACEAE","Calliandra","Calliandra magdalenae","Arbusto  √å¬Årbol","Nativa","Andes  Llanura del Caribe  Valle del Magdalena","200m","1550m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,7598,"Monocotiledoneas","POACEAE","Bambusa","Bambusa vulgaris","√å¬Årbol","Cultivada","Andes  Islas Caribenas  Valle del Cauca","100m","1500m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,5060,"SuperAsteridas","LORANTHACEAE","Phthirusa","Phthirusa stelis","Subarbusto  Arbusto  Trepadora  Liana  Hemipar√å√Åsita","Nativa","Amazonia  Andes  Guayana y Serrania de La Macarena  Islas Caribenas  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","0m","3250m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,1140,"Asteridas","ASTERACEAE","Bidens","Bidens bipinnata","Arbusto","Adventicia","Pacifico","450m","450m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,4042,"Rosidas","FABACEAE","Samanea","Samanea saman","√å¬Årbol","Nativa y cultivada","Andes  Llanura del Caribe  Pacifico  Valle del Cauca  Valle del Magdalena","0m","1300m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,2671,"Asteridas","CORDIACEAE","Cordia","Cordia dentata","Arbusto  Arbolito  √å¬Årbol","Nativa","Llanura del Caribe  Orinoquia  Valle del Cauca  Valle del Magdalena","0m","1000m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,6606,"Rosidas","MORACEAE","Ficus","Ficus insipida","√å¬Årbol","Nativa","Amazonia  Andes  Llanura del Caribe  Orinoquia  Pacifico  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena","0m","2850m",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,4941,"Asteridas","LECYTHIDACEAE","Couroupita","Couroupita guianensis","√å¬Årbol","Nativa","Amazonia  Orinoquia","200m","560m",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,5549,"Rosidas","MALVACEAE","Theobroma","Theobroma cacao","Arbusto  Arbolito  √å¬Årbol","Nativa y cultivada","Amazonia  Andes  Guayana y Serrania de La Macarena  Pacifico  Valle del Cauca  Valle del Magdalena","0m","1540m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9388,"Asteridas","SAPOTACEAE","Sideroxylon","Sideroxylon obtusifolium","Arbusto  √å¬Årbol","Nativa","Llanura del Caribe  Valle del Magdalena","0m","1100m",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9664,"Asteridas","SOLANACEAE","Solanum","Solanum mammosum","Hierba  Subarbusto  Arbusto","Nativa","Amazonia  Andes  Guayana y Serrania de La Macarena  Llanura del Caribe  Orinoquia  Pacifico  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena","150m","2400m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3667,"Rosidas","FABACEAE","Erythrina","Erythrina crista-galli","Arbusto  Arbolito","Cultivada","Andes","1100m","1500m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,4882,"Magnolidae","LAURACEAE","Persea","Persea americana","√å¬Årbol","Cultivada","Amazonia  Andes  Guayana y Serrania de La Macarena  Islas Caribenas  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","0m","2500m",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3330,"Rosidas","EUPHORBIACEAE","Hippomane","Hippomane mancinella","√å¬Årbol","Nativa","Islas Caribenas  Llanura del Caribe  Pacifico","0m","2m",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,4639,"Asteridas","LAMIACEAE","Rosmarinus","Rosmarinus officinalis","Subarbusto  Arbusto","Cultivada","Andes","1300m","3000m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,5536,"Rosidas","MALVACEAE","Sterculia","Sterculia apetala","√å¬Årbol","Nativa","Llanura del Caribe  Pacifico  Valle del Cauca  Valle del Magdalena","0m","1000m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,974,"Monocotiledoneas","ARECACEAE","Mauritia","Mauritia flexuosa","√å¬Årbol  Palma solitaria","Nativa","Amazonia  Guayana y Serrania de La Macarena","40m","450m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,8332,"Asteridas","RUBIACEAE","Morinda","Morinda citrifolia","Arbusto  √å¬Årbol","Cultivada","Andes  Islas Caribenas  Llanura del Caribe  Pacifico","12m","1200m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,486,"Asteridas","APOCYNACEAE","Allamanda","Allamanda cathartica","Subarbusto  Arbusto  Trepadora","Nativa y cultivada","Amazonia  Andes  Islas Caribenas  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","0m","1900m",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,6570,"Rosidas","MORACEAE","Brosimum","Brosimum utile","√å¬Årbol","Nativa","Amazonia  Andes  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","0m","2200m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,7975,"Asteridas","RUBIACEAE","Alibertia","Alibertia patinoi","√å¬Årbol","Nativa y cultivada","Pacifico","0m","700m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,1631,"Asteridas","ASTERACEAE","Verbesina","Verbesina gigantea","Arbusto","Nativa","Andes  Llanura del Caribe","100m","1600m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3686,"Rosidas","FABACEAE","Haematoxylum","Haematoxylum brasiletto","Arbusto  √å¬Årbol","Nativa","Andes  Llanura del Caribe","10m","1200m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9243,"Rosidas","SAPINDACEAE","Sapindus","Sapindus saponaria","Arbolito  √å¬Årbol","Nativa","Andes  Llanura del Caribe  Pacifico  Valle del Cauca  Valle del Magdalena","0m","2150m",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,260,"Magnolidae","ANNONACEAE","Annona","Annona muricata","√å¬Årbol","Nativa","Amazonia  Andes  Llanura del Caribe  Orinoquia  Pacifico","100m","2000m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9851,"Rosidas","URTICACEAE","Cecropia","Cecropia peltata","Arbolito  √å¬Årbol","Nativa","Andes  Islas Caribenas  Llanura del Caribe  Pacifico  Valle del Cauca  Valle del Magdalena","0m","1800m",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3450,"Rosidas","FABACEAE","Andira","Andira inermis","Arbusto  Arbolito  √å¬Årbol","Nativa","Amazonia  Andes  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","0m","2000m",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,1707,"Asteridas","BIGNONIACEAE","Crescentia","Crescentia cujete","Arbusto  Arbolito  √å¬Årbol","Nativa y cultivada","Amazonia  Andes  Llanura del Caribe  Orinoquia  Pacifico  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena","0m","1370m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,557,"Asteridas","APOCYNACEAE","Nerium","Nerium oleander","Subarbusto  Arbusto","Cultivada","Andes  Islas Caribenas  Llanura del Caribe  Valle del Cauca  Valle del Magdalena","0m","1760m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3314,"Rosidas","EUPHORBIACEAE","Euphorbia","Euphorbia pulcherrima","Arbusto","Cultivada","Andes  Llanura del Caribe","470m","2650m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,6928,"Rosidas","MYRTACEAE","Syzygium","Syzygium cumini","√å¬Årbol","Cultivada","Andes  Llanura del Caribe  Valle del Cauca","150m","2430m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9957,"Asteridas","VERBENACEAE","Lantana","Lantana canescens","Hierba  Arbusto","Nativa","Andes  Valle del Magdalena","570m","2680m",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,5603,"Rosidas","MELASTOMATACEAE","Arthrostemma","Arthrostemma ciliatum","Hierba  Subarbusto  Arbusto  Arbolito  Trepadora","Nativa","Amazonia  Andes  Llanura del Caribe  Orinoquia  Pacifico  Sierra Nevada de Santa Marta  Valle del Cauca  Valle del Magdalena","15m","2260m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3811,"Rosidas","FABACEAE","Leucaena","Leucaena leucocephala","Arbusto  Arbolito","Nativa","Andes  Guayana y Serrania de La Macarena  Islas Caribenas  Llanura del Caribe  Orinoquia  Pacifico  Valle del Cauca  Valle del Magdalena","0m","2200m",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,918,"Monocotiledoneas","ARECACEAE","Elaeis","Elaeis guineensis","√å¬Årbol  Palma solitaria","Cultivada","","100m","1500m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3512,"Rosidas","FABACEAE","Calliandra","Calliandra haematocephala","Arbusto  Arbolito","Cultivada","Andes  Llanura del Caribe  Orinoquia  Pacifico  Valle del Magdalena","500m","1600m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,5568,"Rosidas","MALVACEAE","Triumfetta","Triumfetta rhomboidea","Arbusto","Nativa","Llanura del Caribe  Sierra Nevada de Santa Marta","600m","600m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,215,"Rosidas","ANACARDIACEAE","Spondias","Spondias purpurea","√å¬Årbol","Nativa y cultivada","Andes  Llanura del Caribe  Pacifico  Valle del Magdalena","0m","1470m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,4624,"Asteridas","LAMIACEAE","Gmelina","Gmelina arborea","√å¬Årbol","Cultivada","Orinoquia  Pacifico  Valle del Magdalena","30m","200m",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,3486,"Rosidas","FABACEAE","Brownea","Brownea macrophylla","Arbolito  √å¬Årbol","Nativa","Amazonia  Andes  Llanura del Caribe  Pacifico  Sierra Nevada de Santa Marta  Valle del Magdalena","20m","1350m",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,1921,"SuperAsteridas","CACTACEAE","Opuntia","Opuntia ficus-indica","Arbusto  Arbolito","Cultivada","Andes","1300m","2600m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,9690,"Asteridas","SOLANACEAE","Solanum","Solanum sessiliflorum","Hierba  Subarbusto  Arbusto  Arbolito  Trepadora","Nativa y cultivada","Amazonia  Andes  Guayana y Serrania de La Macarena  Pacifico","100m","1000m",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,7697,"Rosidas","POLYGONACEAE","Coccoloba","Coccoloba uvifera","√å¬Årbol","Nativa y cultivada","Llanura del Caribe  Pacifico","20m","900m",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
1,868,"Monocotiledoneas","ARECACEAE","Bactris","Bactris guineensis","Arbusto  Palma cespitosa","Nativa","Llanura del Caribe  Orinoquia","0m","300m",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ATLAS DE LAS PLANTAS MEDICINALES","Todas",NA
